# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 1
# model = covid19_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = covid19_model.data.R
# init = covid19_model.init.R
# random
#   seed = -1 (Default)
# output
#   file = sampling.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma,alpha0,beta,I0
# Adaptation terminated
# Step size = 0.215957
# Diagonal elements of inverse mass matrix:
# 0.0706014, 0.00454586, 0.0470025, 0.0148182
-229.711,0.997366,0.215957,4,15,0,230.844,0.173616,0.263451,0.00340396,285.19
-230.093,0.967218,0.215957,4,31,0,231.009,0.128856,0.27038,0.00377499,376.037
-230.384,0.965931,0.215957,4,31,0,231.452,0.122,0.266606,0.00330883,315.486
-229.261,0.944784,0.215957,3,15,0,231.056,0.142235,0.266791,0.00385536,342.381
-229.359,0.99733,0.215957,3,15,0,230.309,0.179535,0.265638,0.00402597,319.293
-231.266,0.861495,0.215957,4,15,0,232.906,0.114462,0.266685,0.00261012,325.948
-231.443,0.942115,0.215957,2,7,0,232.545,0.111867,0.264136,0.00299027,320.662
-229.784,0.990731,0.215957,3,11,0,232.188,0.159133,0.268202,0.00349329,322.172
-231.686,0.904839,0.215957,3,7,0,231.795,0.15994,0.26436,0.00311353,335.682
-229.753,0.986084,0.215957,2,7,0,231.993,0.130526,0.26413,0.00350812,331.119
-231.121,0.929803,0.215957,4,31,0,232.018,0.124966,0.293477,0.00445261,368.061
-231.302,0.976269,0.215957,4,15,0,232.388,0.0984562,0.287095,0.00422322,366.565
-230.618,0.860435,0.215957,2,3,0,233.234,0.109652,0.289621,0.00418182,375.709
-230.653,0.920383,0.215957,4,19,0,233.378,0.186156,0.265125,0.00443694,309.334
-230.493,0.897821,0.215957,4,15,0,233.215,0.198397,0.259448,0.00411522,331.795
-232.253,0.944833,0.215957,4,15,0,232.947,0.11157,0.281132,0.00315969,304.829
-229.344,0.989536,0.215957,3,7,0,233.318,0.127803,0.277566,0.00400151,328.387
-229.826,0.962,0.215957,3,15,0,230.525,0.163943,0.25898,0.00376579,336.872
-229.288,0.778961,0.215957,3,15,0,232.283,0.174589,0.263452,0.00364884,305.339
-229.928,0.952227,0.215957,4,31,0,230.64,0.137563,0.285376,0.00425397,346.755
-229.02,0.993587,0.215957,3,11,0,230.391,0.138372,0.278604,0.00420665,333.253
-230.416,0.924703,0.215957,4,15,0,231.669,0.205919,0.267168,0.00411938,314.026
-230.74,0.94896,0.215957,1,1,0,230.778,0.206692,0.267745,0.00407976,315.763
-229.807,0.991801,0.215957,4,15,0,231.383,0.181609,0.276779,0.00434366,304.595
-232.836,0.975278,0.215957,4,15,0,233.637,0.188652,0.277058,0.00511976,393.163
-231.793,0.991301,0.215957,3,15,0,233.59,0.164264,0.274438,0.00498002,396.935
-229.739,0.887065,0.215957,4,23,0,233.231,0.159738,0.272032,0.00388959,289.075
-229.601,0.950006,0.215957,3,15,0,230.437,0.162563,0.268105,0.00344589,303.334
-229.402,0.947705,0.215957,4,15,0,231.898,0.156059,0.280016,0.00451578,344.579
-232.354,0.954927,0.215957,4,15,0,233.38,0.10968,0.289273,0.00471868,448.646
-234.364,0.947685,0.215957,3,7,0,234.863,0.0855552,0.300692,0.00413511,419.248
-231.036,0.916159,0.215957,4,15,0,236.624,0.140928,0.277524,0.00442592,398.388
-229.879,0.964287,0.215957,4,15,0,232.472,0.113906,0.273887,0.00358226,358.802
-230.351,0.960396,0.215957,4,15,0,231.033,0.183401,0.278833,0.0048552,345.831
-235.06,0.96183,0.215957,4,31,0,236.206,0.145125,0.244391,0.00131376,260.026
-231.976,0.920196,0.215957,4,31,0,239.111,0.120654,0.252849,0.0021699,317.022
-232.599,0.898501,0.215957,2,7,0,233.934,0.120765,0.249685,0.0023105,311.651
-233.304,0.983719,0.215957,2,7,0,233.787,0.118216,0.248177,0.00222182,311.398
-234.68,0.981624,0.215957,3,7,0,235.818,0.121864,0.255069,0.00157896,322.927
-232.088,0.980471,0.215957,4,19,0,236.439,0.244702,0.255797,0.0035226,284.476
-232.685,0.987118,0.215957,2,7,0,233.908,0.264549,0.249776,0.00347275,281.679
-233.1,0.82884,0.215957,3,11,0,235.892,0.219545,0.257161,0.00288897,274.589
-232.579,0.987849,0.215957,3,7,0,233.567,0.175298,0.245524,0.00316739,286.222
-233.138,0.987617,0.215957,4,15,0,233.935,0.167694,0.264981,0.00248037,273.226
-234.039,0.945639,0.215957,4,15,0,235.68,0.227881,0.265046,0.00400354,338.757
-232.242,0.925523,0.215957,2,7,0,235.91,0.164275,0.267318,0.00437213,296.592
-234.901,0.717305,0.215957,4,23,0,237.973,0.0839909,0.284513,0.00407571,377.523
-232.378,0.967367,0.215957,3,15,0,236.386,0.130667,0.279211,0.00388414,396.052
-230.789,0.972421,0.215957,3,15,0,234.697,0.151137,0.267171,0.00440178,339.797
-231.213,0.984269,0.215957,2,7,0,233.274,0.17324,0.267786,0.00434106,374.365
-230.255,0.999036,0.215957,4,15,0,232.445,0.153326,0.283581,0.00473873,369.478
-230.057,0.999652,0.215957,4,15,0,231.247,0.119814,0.267921,0.00313042,323.42
-229.208,0.997817,0.215957,3,15,0,230.711,0.163669,0.263911,0.00357027,301.038
-230.59,0.876859,0.215957,4,23,0,231.038,0.119881,0.282307,0.00440095,333.638
-230.432,0.947606,0.215957,4,23,0,231.944,0.142644,0.26177,0.00365168,312.071
-229.303,0.994724,0.215957,3,7,0,230.396,0.161969,0.265298,0.0034597,307.713
-230.543,0.890686,0.215957,3,15,0,232.059,0.152054,0.26961,0.00338168,333.688
-229.785,0.993373,0.215957,2,7,0,230.807,0.154171,0.26447,0.00400076,321.644
-229.046,1,0.215957,3,15,0,230.343,0.145413,0.269544,0.00376819,334.919
-231.905,0.973695,0.215957,3,7,0,232.32,0.186135,0.290289,0.00507205,303.919
-232.514,0.976759,0.215957,4,23,0,236.217,0.1808,0.239141,0.0027979,332.432
-231.927,0.991432,0.215957,4,15,0,234.06,0.154774,0.246788,0.00312424,357.494
-230.212,0.953917,0.215957,4,15,0,233.082,0.121086,0.263193,0.00323179,335.06
-230.046,0.887368,0.215957,2,5,0,231.334,0.126864,0.26388,0.0034436,329.252
-229.948,0.997188,0.215957,4,15,0,230.851,0.178133,0.256677,0.0031762,284.49
-229.945,0.998795,0.215957,4,15,0,230.025,0.174918,0.256766,0.00317897,284.068
-229.364,0.993709,0.215957,4,31,0,231.463,0.155511,0.280203,0.00453612,319.45
-231.362,0.86587,0.215957,4,15,0,231.846,0.150827,0.280269,0.00521777,368.324
-231.469,1,0.215957,4,15,0,233.3,0.180891,0.26631,0.00475494,359.646
-234.896,0.385216,0.215957,4,23,0,236.194,0.178852,0.264293,0.00232024,272.734
-235.773,0.98497,0.215957,2,3,0,235.986,0.1841,0.265646,0.00233161,270.646
-231.528,0.968481,0.215957,3,7,0,235.724,0.168812,0.250762,0.00305177,275.847
-231.014,1,0.215957,4,15,0,232.199,0.173623,0.245662,0.0026246,288.367
-229.815,0.996684,0.215957,4,31,0,231.955,0.128196,0.270717,0.00331555,308.472
-229.123,0.979475,0.215957,3,15,0,230.726,0.166587,0.264223,0.00375086,314.736
-230.974,0.976755,0.215957,3,15,0,231.252,0.188359,0.264447,0.00447412,356.712
-229.363,0.948622,0.215957,3,7,0,231.398,0.174824,0.269516,0.00394856,315.706
-229.475,0.996068,0.215957,3,11,0,229.863,0.144235,0.270481,0.00382144,304.754
-231.726,0.992449,0.215957,4,15,0,233.016,0.240637,0.263333,0.00423601,271.726
-232.127,0.895332,0.215957,3,7,0,232.736,0.243514,0.264806,0.00391646,271.436
-230.072,0.999838,0.215957,4,15,0,232.547,0.171392,0.252799,0.00313651,314.445
-230.072,0.718191,0.215957,2,3,0,232.805,0.171392,0.252799,0.00313651,314.445
-229.848,0.948389,0.215957,4,31,0,232.52,0.116509,0.280896,0.00432999,360.492
-229.995,0.998371,0.215957,4,15,0,230.905,0.185331,0.260294,0.00405321,328.52
-230.387,0.807993,0.215957,2,3,0,231.437,0.171594,0.260195,0.00411507,328.53
-232.353,0.754564,0.215957,3,15,0,235.694,0.152264,0.257193,0.00399558,332.512
-231.586,1,0.215957,3,11,0,234.243,0.15679,0.262795,0.00277846,316.173
-233.345,0.93382,0.215957,3,7,0,234.862,0.123636,0.274552,0.00269498,339.627
-234.678,0.814162,0.215957,4,31,0,237.168,0.153845,0.25495,0.00316862,261.5
-229.7,1,0.215957,3,7,0,234.873,0.181857,0.267622,0.00370699,295.138
-229.216,0.994149,0.215957,4,15,0,230.461,0.162476,0.269768,0.00371223,302.579
-234.013,0.940216,0.215957,4,15,0,234.305,0.273305,0.257201,0.00440029,331.97
-231.781,0.996185,0.215957,4,15,0,237.697,0.213839,0.26093,0.00450253,347.976
-231.604,0.941287,0.215957,4,23,0,235.807,0.180189,0.241226,0.00281806,305.07
-231.929,0.711298,0.215957,2,7,0,235.878,0.191025,0.248298,0.00278707,314.377
-232.212,0.993142,0.215957,2,7,0,233.654,0.177297,0.239117,0.00282367,322.38
-231.335,0.960914,0.215957,4,15,0,234.357,0.204275,0.250937,0.00288728,286.894
-230.215,0.992273,0.215957,4,15,0,233.952,0.182105,0.250687,0.00318588,300.787
-231.09,0.895883,0.215957,4,15,0,231.701,0.172474,0.258343,0.00273205,292.312
-230.293,0.991453,0.215957,4,15,0,232.815,0.176174,0.284818,0.00498486,336.397
-230.394,1,0.215957,4,15,0,230.797,0.10985,0.274264,0.0034646,369.426
-231.807,0.865628,0.215957,4,31,0,233.078,0.19656,0.253488,0.00351312,267.631
-229.831,0.992331,0.215957,4,15,0,233.704,0.171781,0.280341,0.00491166,335.122
-230.405,0.992163,0.215957,4,15,0,230.777,0.109089,0.27501,0.00337647,358.767
-230.728,0.716785,0.215957,3,7,0,233.992,0.127924,0.277109,0.00334173,338.573
-231.266,0.972812,0.215957,3,7,0,231.373,0.129259,0.277211,0.00325363,338.204
-229.579,0.9107,0.215957,3,11,0,232.633,0.119631,0.281711,0.00428105,351.13
-229.242,0.999927,0.215957,4,15,0,229.656,0.136604,0.28263,0.00439823,349.364
-229.279,0.971512,0.215957,4,31,0,230.723,0.161791,0.266785,0.00371488,325.971
-233.368,0.770266,0.215957,3,7,0,234.911,0.159394,0.255243,0.00415231,345.218
-229.64,0.997338,0.215957,4,15,0,234.524,0.170422,0.266557,0.00349269,288.767
-230.264,0.970555,0.215957,3,15,0,231.955,0.142864,0.281993,0.00388211,301.248
-229.417,0.972998,0.215957,3,11,0,231.837,0.129241,0.275153,0.00406201,365.421
-229.373,0.987586,0.215957,3,15,0,230.292,0.125044,0.277592,0.00421739,361.554
-231.556,0.965875,0.215957,3,7,0,232.121,0.153667,0.280309,0.00500747,405.168
-231.347,0.824171,0.215957,3,7,0,234.28,0.132368,0.283326,0.00462933,411.864
-231.486,0.995006,0.215957,4,23,0,234.327,0.100027,0.27161,0.0032118,382.833
-230.345,0.984033,0.215957,4,15,0,232.194,0.176789,0.285521,0.00504221,332.399
-229.981,0.995229,0.215957,3,7,0,230.631,0.158256,0.286338,0.00496317,327.61
-230.498,0.587093,0.215957,4,15,0,234.176,0.152667,0.274389,0.00421973,293.832
-230.836,0.837639,0.215957,4,31,0,232.425,0.119153,0.277175,0.00454989,380.303
-230.469,1,0.215957,4,31,0,232.548,0.153381,0.26792,0.00376185,285.026
-232.751,0.93756,0.215957,4,15,0,233.948,0.171606,0.240334,0.00272335,286.713
-234.297,0.985726,0.215957,4,15,0,236.831,0.159599,0.240237,0.00140602,268.735
-231.993,0.992786,0.215957,4,31,0,236.592,0.107644,0.260151,0.00244745,345.48
-231.08,0.995512,0.215957,4,15,0,232.936,0.138833,0.25055,0.0026026,333.652
-229.7,0.996256,0.215957,4,15,0,231.713,0.147779,0.282748,0.00456716,316.242
-230.38,0.983655,0.215957,4,15,0,231.522,0.111093,0.286018,0.00466454,385.594
-230.693,0.999269,0.215957,4,15,0,230.981,0.113444,0.284674,0.00469917,411.675
-232.593,0.961482,0.215957,3,7,0,233.162,0.13405,0.28105,0.00510485,439.513
-230.667,0.952278,0.215957,3,7,0,233.827,0.127175,0.296485,0.00489708,366.793
-230.083,0.988711,0.215957,4,15,0,231.442,0.124034,0.280692,0.00413878,381.24
-231.634,0.819519,0.215957,3,7,0,233.851,0.130544,0.269373,0.00432693,412.942
-233.141,0.777628,0.215957,3,15,0,235.982,0.101016,0.258803,0.00289633,357.6
-228.923,0.999061,0.215957,3,15,0,233.167,0.141089,0.273248,0.00392613,328.315
-229.097,0.986255,0.215957,3,15,0,229.958,0.136937,0.27459,0.00381053,319.79
-228.941,0.81147,0.215957,2,7,0,231.11,0.143837,0.272592,0.00397068,336.007
-229.626,0.987547,0.215957,4,15,0,230.727,0.14874,0.273732,0.00446285,363.655
-230.107,0.937282,0.215957,4,31,0,230.49,0.143093,0.278716,0.00411073,297.834
-229.366,0.966941,0.215957,2,7,0,232.603,0.147811,0.274679,0.0041939,312.71
-229.298,0.8891,0.215957,3,7,0,230.361,0.141776,0.276911,0.00381098,321.245
-231.127,0.941283,0.215957,3,7,0,232.788,0.133597,0.275451,0.00305852,307.52
-230.302,0.997681,0.215957,3,7,0,231.409,0.122419,0.268273,0.00363545,327.148
-229.836,0.986771,0.215957,2,7,0,230.745,0.138725,0.270858,0.00347402,341.922
-229.202,0.989638,0.215957,3,15,0,230.258,0.139051,0.267911,0.00355099,335.548
-229.784,0.969926,0.215957,4,23,0,230.781,0.118156,0.285002,0.00407383,346.803
-234.37,0.727678,0.215957,2,3,0,236.244,0.101828,0.287288,0.00447927,333.714
-232.115,0.998148,0.215957,4,23,0,235.897,0.196711,0.248004,0.00381096,321.754
-230.649,1,0.215957,3,15,0,233.682,0.165182,0.263885,0.00293159,284.023
-230.261,0.95976,0.215957,4,15,0,231.949,0.135095,0.256145,0.00302403,337.978
-231.047,0.956707,0.215957,4,15,0,232.505,0.145905,0.256803,0.00271639,278.151
-232.821,0.870852,0.215957,4,15,0,233.22,0.167923,0.244984,0.00330058,307.312
-230.485,0.953585,0.215957,4,27,0,234.033,0.118226,0.264333,0.00315921,326.133
-231.306,0.993334,0.215957,4,15,0,232.632,0.130356,0.298827,0.00540712,399.581
-230.865,0.997965,0.215957,4,15,0,233.193,0.102122,0.273914,0.00361988,381.073
-229.08,0.910679,0.215957,3,9,0,231.715,0.150237,0.279162,0.0043917,328.595
-229.756,0.932339,0.215957,4,15,0,230.154,0.150628,0.277814,0.00379034,308.455
-232.599,0.889787,0.215957,3,15,0,236.014,0.142815,0.272057,0.00265935,295.444
-230.986,0.882501,0.215957,3,15,0,234.435,0.15554,0.264847,0.00394429,295.11
-229.444,0.897535,0.215957,2,3,0,232.128,0.158,0.267345,0.00364638,292.961
-229.389,0.999611,0.215957,4,15,0,229.716,0.176077,0.26743,0.00422404,316.361
-230.823,0.96016,0.215957,4,15,0,231.495,0.10664,0.285144,0.00402208,393.158
-235.023,0.934528,0.215957,3,7,0,235.691,0.137496,0.265904,0.00409024,452.861
-231.941,0.999361,0.215957,3,7,0,235.275,0.125129,0.271077,0.00449394,415.339
-230.211,0.975981,0.215957,3,15,0,233.784,0.124909,0.289181,0.00450952,375.782
-232.683,0.976115,0.215957,3,7,0,233.417,0.125119,0.268869,0.00391563,428.078
-230.199,0.999572,0.215957,4,15,0,232.868,0.115885,0.283833,0.00398648,371.183
-230.796,0.995219,0.215957,5,31,0,232.872,0.113146,0.286332,0.00374151,344.597
-229.579,0.89163,0.215957,4,31,0,232.057,0.185361,0.267083,0.00428799,321.119
-230.725,0.974534,0.215957,4,15,0,231.038,0.179028,0.281439,0.0047853,296.326
-229.192,0.960614,0.215957,3,15,0,231.775,0.156138,0.277777,0.00420579,325.335
# 
#  Elapsed Time: 0.325514 seconds (Warm-up)
#                0.149785 seconds (Sampling)
#                0.475299 seconds (Total)
# 
